name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,125.85546875,82.234375,0.0,-1,False
VespeneGeyser,342,255,16,111.5,90.5,9.991256713867188,1.5,True
MineralField750,483,237,16,112.0,94.5,10.011444091796875,1.125,True
MineralField,341,235,16,111.0,95.5,9.991256713867188,1.125,True
ShieldBattery,1910,33,1,120.0,77.0,9.991426467895508,1.125,True
Stalker,74,34,1,115.646240234375,77.235595703125,9.991357803344727,0.625,True
Sentry,77,32,1,116.20068359375,75.232177734375,9.991427421569824,0.5,True
ShieldBattery,1910,33,1,124.0,73.0,9.99193286895752,1.125,True
Sentry,77,32,1,115.18408203125,75.176025390625,9.991320610046387,0.5,True
Probe,84,27,1,136.663330078125,74.109375,9.991256713867188,0.375,True
WarpGate,133,41,1,121.5,72.5,9.99193286895752,1.8125,True
Probe,84,27,1,132.3173828125,76.568359375,9.991256713867188,0.375,True
ShieldBattery,1910,33,1,124.0,79.0,9.991426467895508,1.125,True
WarpGate,133,41,1,127.5,95.5,11.989013671875,1.8125,True
WarpGate,133,41,1,130.5,93.5,11.989013671875,1.8125,True
Pylon,60,28,1,125.0,76.0,9.99193286895752,1.125,True
Stalker,74,34,1,114.824951171875,76.37646484375,9.991310119628906,0.625,True
WarpGate,133,41,1,126.5,72.5,9.99193286895752,1.8125,True
UnbuildableRocksDestructible,472,253,16,130.0,81.0,9.990081787109375,1.125,True
Nexus,59,21,1,135.5,77.5,9.991256713867188,2.75,True
Stalker,74,34,1,116.705810546875,76.16796875,9.991426467895508,0.625,True
Pylon,60,28,1,133.0,81.0,9.990081787109375,1.125,True
WarpGate,133,41,1,133.5,95.5,11.989013671875,1.8125,True
Probe,84,27,1,133.93798828125,75.020751953125,9.991270065307617,0.375,True
Pylon,60,28,1,126.0,78.0,9.991426467895508,1.125,True
Stalker,74,34,1,113.64404296875,76.774169921875,9.99130916595459,0.625,True
CyberneticsCore,72,7,1,121.5,79.5,9.991426467895508,1.8125,True
Pylon,60,28,1,135.0,74.0,9.991256713867188,1.125,True
WarpGate,133,41,1,125.5,99.5,11.991090774536133,1.8125,True
