name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,125.58203125,95.1875,0.0,-1,False
Assimilator,61,3,1,132.5,108.5,11.991259574890137,1.6875,True
MineralField,341,235,16,136.0,107.5,11.991090774536133,1.125,True
Pylon,60,28,1,128.0,99.0,11.991090774536133,1.125,True
Probe,84,27,1,133.30126953125,106.634765625,11.991090774536133,0.375,True
Probe,84,27,1,133.301025390625,106.634765625,11.991090774536133,0.375,True
Probe,84,27,1,137.3818359375,107.482177734375,11.992036819458008,0.375,True
Stalker,74,34,1,118.369140625,95.146484375,11.989013671875,0.625,True
Pylon,60,28,1,131.0,96.0,11.991090774536133,1.125,True
Pylon,60,28,1,131.0,102.0,11.991259574890137,1.125,True
MineralField750,483,237,16,140.0,107.5,11.992694854736328,1.125,True
Probe,84,27,1,139.08935546875,106.3681640625,11.991259574890137,0.375,True
TwilightCouncil,65,39,1,130.5,98.5,11.991090774536133,1.8125,True
Gateway,62,15,1,133.5,95.5,11.989013671875,1.8125,True
Probe,84,27,1,138.490478515625,102.43603515625,11.991090774536133,0.375,True
Probe,84,27,1,135.927490234375,106.65283203125,11.991090774536133,0.375,True
Probe,84,27,1,138.454833984375,100.231201171875,11.991090774536133,0.375,True
Probe,84,27,1,135.762451171875,104.621826171875,11.991090774536133,0.375,True
VespeneGeyser,342,255,16,132.5,108.5,11.991259574890137,1.5,True
Nexus,59,21,1,135.5,101.5,11.991090774536133,2.75,True
Probe,84,27,1,137.258544921875,106.658203125,11.991134643554688,0.375,True
Pylon,60,28,1,135.0,98.0,11.991090774536133,1.125,True
Gateway,62,15,1,128.5,101.5,11.991174697875977,1.8125,True
Probe,84,27,1,139.182373046875,104.847412109375,11.991259574890137,0.375,True
Probe,84,27,1,134.22705078125,104.46728515625,11.991090774536133,0.375,True
Probe,84,27,1,139.29541015625,106.629150390625,11.991259574890137,0.375,True
