name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,131.62890625,96.24609375,0.0,-1,False
WarpGate,133,41,1,133.5,95.5,11.989013671875,1.8125,True
Probe,84,27,1,133.296875,106.645263671875,11.991090774536133,0.375,True
MineralField750,483,237,16,143.0,102.5,11.991259574890137,1.125,True
MineralField750,483,237,16,142.0,105.5,11.991259574890137,1.125,True
Probe,84,27,1,140.747802734375,104.729248046875,11.991259574890137,0.375,True
WarpGate,133,41,1,130.5,93.5,11.989013671875,1.8125,True
Probe,84,27,1,140.04052734375,105.627197265625,11.991259574890137,0.375,True
Probe,84,27,1,135.926025390625,106.63671875,11.991090774536133,0.375,True
Pylon,60,28,1,128.0,99.0,11.991090774536133,1.125,True
Probe,84,27,1,124.872314453125,101.683349609375,11.991226196289062,0.375,True
MineralField,341,235,16,141.0,106.5,11.991259574890137,1.125,True
TwilightCouncil,65,39,1,130.5,98.5,11.991090774536133,1.8125,True
Assimilator,61,3,1,132.5,108.5,11.991259574890137,1.6875,True
Nexus,59,21,1,135.5,101.5,11.991090774536133,2.75,True
Probe,84,27,1,136.75048828125,105.158447265625,11.991090774536133,0.375,True
Probe,84,27,1,140.302734375,102.97607421875,11.991259574890137,0.375,True
VespeneGeyser,342,255,16,142.5,98.5,11.991259574890137,1.5,True
Probe,84,27,1,137.384033203125,107.6376953125,11.992177963256836,0.375,True
WarpGate,133,41,1,128.5,101.5,11.991174697875977,1.8125,True
Probe,84,27,1,140.625244140625,103.07373046875,11.991259574890137,0.375,True
Probe,84,27,1,141.6376953125,102.3818359375,11.991259574890137,0.375,True
VespeneGeyser,342,255,16,132.5,108.5,11.991259574890137,1.5,True
Pylon,60,28,1,135.0,98.0,11.991090774536133,1.125,True
Pylon,60,28,1,131.0,96.0,11.991090774536133,1.125,True
Pylon,60,28,1,131.0,102.0,11.991259574890137,1.125,True
WarpGate,133,41,1,125.5,99.5,11.991090774536133,1.8125,True
MineralField,341,235,16,142.0,103.5,11.991259574890137,1.125,True
Probe,84,27,1,138.375,100.26513671875,11.991090774536133,0.375,True
Probe,84,27,1,140.890380859375,102.320068359375,11.991259574890137,0.375,True
Probe,84,27,1,137.86376953125,104.706298828125,11.991230964660645,0.375,True
Probe,84,27,1,140.663818359375,99.28857421875,11.991259574890137,0.375,True
Probe,84,27,1,139.294921875,106.62890625,11.991259574890137,0.375,True
Probe,84,27,1,138.4052734375,101.50634765625,11.991090774536133,0.375,True
Probe,84,27,1,137.75830078125,103.552490234375,11.991177558898926,0.375,True
WarpGate,133,41,1,127.5,95.5,11.989013671875,1.8125,True
Assimilator,61,3,1,142.5,98.5,11.991259574890137,1.6875,True
MineralField,341,235,16,142.0,101.5,11.991259574890137,1.125,True
MineralField,341,235,16,136.0,107.5,11.991090774536133,1.125,True
MineralField750,483,237,16,140.0,107.5,11.992694854736328,1.125,True
Probe,84,27,1,134.165283203125,104.611328125,11.991090774536133,0.375,True
Probe,84,27,1,135.82275390625,105.35107421875,11.991090774536133,0.375,True
MineralField750,483,237,16,137.0,108.5,11.991090774536133,1.125,True
Probe,84,27,1,138.02783203125,103.0556640625,11.991109848022461,0.375,True
