name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,34.984375,14.796875,0.0,-1,False
Stalker,74,34,1,36.0771484375,20.764404296875,9.987030029296875,0.625,True
VoidRay,80,40,1,35.570556640625,22.445068359375,14.0,1.0,True
LabMineralField,665,232,16,33.0,9.5,9.988378524780273,1.125,True
Stalker,74,34,1,34.671630859375,21.47607421875,9.987030029296875,0.625,True
LabMineralField750,666,233,16,37.0,8.5,9.988378524780273,1.125,True
LabMineralField750,666,233,16,34.0,8.5,9.988378524780273,1.125,True
SpacePlatformGeyser,343,250,16,28.5,14.5,9.987030029296875,1.5,True
LabMineralField,665,232,16,38.0,9.5,9.987030029296875,1.125,True
Nexus,59,21,1,35.5,15.5,10.0093994140625,2.75,True
Stalker,74,34,1,35.752685546875,22.244140625,9.987030029296875,0.625,True
Pylon,60,28,1,39.0,17.0,9.988378524780273,1.125,True
VoidRay,80,40,1,36.747314453125,21.30615234375,13.791015625,1.0,True
LabMineralField,665,232,16,41.0,10.5,9.987030029296875,1.125,True
LabMineralField750,666,233,16,29.0,11.5,9.987030029296875,1.125,True
StasisTrap,732,36,1,43.5,26.5,9.988378524780273,0.4375,True
LabMineralField,665,232,16,30.0,10.5,9.988378524780273,1.125,True
Probe,84,27,1,36.756591796875,12.59375,9.988378524780273,0.375,True
LabMineralField750,666,233,16,42.0,11.5,9.987030029296875,1.125,True
UnbuildablePlatesDestructible,474,252,16,31.0,19.0,9.989297866821289,1.125,True
SpacePlatformGeyser,343,250,16,42.5,14.5,9.988378524780273,1.5,True
