name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,129.62890625,74.3125,0.0,-1,False
MineralField750,483,237,16,140.0,71.5,9.990081787109375,1.125,True
MineralField,341,235,16,142.0,77.5,9.991426467895508,1.125,True
MineralField,341,235,16,141.0,72.5,9.991764068603516,1.125,True
VespeneGeyser,342,255,16,142.5,80.5,9.990081787109375,1.5,True
MineralField,341,235,16,142.0,75.5,9.991426467895508,1.125,True
MineralField,341,235,16,136.0,71.5,9.990081787109375,1.125,True
MineralField750,483,237,16,137.0,70.5,9.993133544921875,1.125,True
UnbuildableRocksDestructible,472,253,16,130.0,81.0,9.990081787109375,1.125,True
Probe,84,27,1,130.935302734375,79.05078125,9.991256713867188,0.375,True
Gateway,62,15,1,121.5,72.5,9.99193286895752,1.8125,True
Pylon,60,28,1,125.0,76.0,9.99193286895752,1.125,True
VespeneGeyser,342,255,16,132.5,70.5,9.993133544921875,1.5,True
Nexus,59,21,1,135.5,77.5,9.991256713867188,2.75,True
