name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,62.71875,111.87890625,0.0,-1,False
Pylon,60,28,1,65.0,112.0,7.98504638671875,1.125,True
LabMineralField750,666,233,16,72.0,110.5,7.98504638671875,1.125,True
Stargate,67,35,1,62.5,110.5,7.98504638671875,1.8125,True
SpacePlatformGeyser,343,250,16,67.5,110.5,7.98504638671875,1.5,True
LabMineralField,665,232,16,71.0,109.5,7.98504638671875,1.125,True
Stalker,74,34,2,69.194580078125,109.62548828125,7.98504638671875,0.625,True
Stalker,74,34,2,68.206787109375,108.96630859375,7.98504638671875,0.625,True
SpacePlatformGeyser,343,250,16,63.5,106.5,7.9880828857421875,1.5,True
Stalker,74,34,2,67.281494140625,107.3212890625,7.9880828857421875,0.625,True
