name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,91.53125,78.69140625,0.0,-1,False
MineralField,341,235,16,103.0,77.5,7.99114990234375,1.125,True
Stalker,74,34,1,94.6064453125,86.087158203125,9.669719696044922,0.625,True
Sentry,77,32,1,92.84716796875,84.664794921875,8.871395111083984,0.5,True
Sentry,77,32,1,93.660888671875,84.197509765625,8.967182159423828,0.5,True
VespeneGeyser,342,255,16,95.5,78.5,7.9915924072265625,1.5,True
Stalker,74,34,1,90.318115234375,82.32080078125,7.99420166015625,0.625,True
MineralField,341,235,16,99.0,77.5,7.99114990234375,1.125,True
Stalker,74,34,1,91.789306640625,82.466064453125,8.104307174682617,0.625,True
Stalker,74,34,1,90.608154296875,81.168212890625,7.99114990234375,0.625,True
Sentry,77,32,1,92.87109375,83.6630859375,8.628278732299805,0.5,True
MineralField750,483,237,16,100.0,78.5,8.0018310546875,1.125,True
Zealot,73,44,1,86.317626953125,77.2001953125,7.991761207580566,0.5,True
Zealot,73,44,1,85.404052734375,77.4111328125,7.991761207580566,0.5,True
Stalker,74,34,1,95.587890625,85.4375,9.86182975769043,0.625,True
Zealot,73,44,1,86.100830078125,78.421630859375,7.991761207580566,0.5,True
Stalker,74,34,1,91.5595703125,84.554443359375,8.522390365600586,0.625,True
Sentry,77,32,1,91.4970703125,83.492919921875,8.240682601928711,0.5,True
Stalker,74,34,1,90.352783203125,83.508544921875,8.052047729492188,0.625,True
Zealot,73,44,1,86.99658203125,76.55224609375,7.991761207580566,0.5,True
Sentry,77,32,1,94.204345703125,84.96240234375,9.316549301147461,0.5,True
WarpPrism,81,42,1,91.91845703125,82.8427734375,12.809326171875,0.875,True
Zealot,73,44,1,85.029296875,78.39306640625,7.991761207580566,0.5,True
