name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,122.765625,95.23828125,0.0,-1,False
Probe,84,27,1,133.297607421875,106.6435546875,11.991090774536133,0.375,True
Pylon,60,28,1,131.0,102.0,11.991259574890137,1.125,True
VespeneGeyser,342,255,16,111.5,90.5,9.991256713867188,1.5,True
MineralField,341,235,16,111.0,93.5,9.991256713867188,1.125,True
Probe,84,27,1,137.671142578125,107.642822265625,11.992687225341797,0.375,True
Stalker,74,34,1,118.369140625,95.146484375,11.989013671875,0.625,True
Assimilator,61,3,1,132.5,108.5,11.991259574890137,1.6875,True
MineralField750,483,237,16,110.0,98.5,9.988555908203125,1.125,True
MineralField,341,235,16,111.0,95.5,9.991256713867188,1.125,True
TwilightCouncil,65,39,1,130.5,98.5,11.991090774536133,1.8125,True
Pylon,60,28,1,135.0,98.0,11.991090774536133,1.125,True
MineralField750,483,237,16,112.0,94.5,10.011444091796875,1.125,True
Nexus,59,21,1,135.5,101.5,11.991090774536133,2.75,True
Gateway,62,15,1,133.5,95.5,11.989013671875,1.8125,True
Probe,84,27,1,134.221435546875,104.4794921875,11.991090774536133,0.375,True
VespeneGeyser,342,255,16,132.5,108.5,11.991259574890137,1.5,True
MineralField,341,235,16,136.0,107.5,11.991090774536133,1.125,True
Probe,84,27,1,136.15283203125,106.533447265625,11.991090774536133,0.375,True
Probe,84,27,1,135.921630859375,106.57958984375,11.991090774536133,0.375,True
MineralField750,483,237,16,111.0,97.5,9.990081787109375,1.125,True
Probe,84,27,1,137.38037109375,107.639892578125,11.992170333862305,0.375,True
