name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,89.66796875,35.109375,0.0,-1,False
EngineeringBay,22,57,2,96.5,35.5,9.99926471710205,1.8125,True
Stalker,74,34,1,82.405029296875,42.72509765625,9.999237060546875,0.625,True
Stalker,74,34,1,83.6875,43.330078125,9.999237060546875,0.625,True
Stalker,74,34,1,78.957763671875,40.93115234375,9.943143844604492,0.625,True
Adept,311,0,1,80.04931640625,38.23681640625,9.999402046203613,0.5,True
Adept,311,0,1,80.197998046875,39.16259765625,9.999402046203613,0.5,True
Stalker,74,34,1,80.14599609375,40.9541015625,9.99947738647461,0.625,True
Bunker,24,53,2,97.5,38.5,9.999127388000488,1.8125,True
Immortal,83,17,1,85.230224609375,41.115966796875,9.999402046203613,0.75,True
MissileTurret,23,76,2,100.0,40.0,9.999127388000488,1.125,True
SupplyDepotLowered,47,97,2,98.0,41.0,9.999127388000488,1.25,True
Stalker,74,34,1,84.87255859375,43.584228515625,9.999237060546875,0.625,True
Raven,56,82,2,101.2392578125,41.079345703125,14.1162109375,0.625,True
Stalker,74,34,1,84.949951171875,42.398193359375,9.99927806854248,0.625,True
SupplyDepot,19,96,2,99.0,43.0,9.999237060546875,1.25,True
Zealot,73,44,1,81.013916015625,38.712158203125,9.999402046203613,0.5,True
Adept,311,0,1,79.1142578125,38.30859375,9.999237060546875,0.5,True
Stalker,74,34,1,83.366455078125,41.078857421875,9.999402046203613,0.625,True
Adept,311,0,1,79.27734375,39.23828125,9.999237060546875,0.5,True
Zealot,73,44,1,85.67822265625,39.126708984375,9.999402046203613,0.5,True
Zealot,73,44,1,81.34814453125,37.83544921875,9.999402046203613,0.5,True
