8.400000000000000000e+01 6.400930775955021579e-01 4.552907322720614602e-01 3.929634867226447503e-02 4.300803513922026727e-02
6.650000000000000000e+02 4.998640033930554782e-01 2.862601836505083708e-01 1.178890460167934112e-01 1.290241054176607949e-01
6.660000000000000000e+02 3.819337909019141497e-01 3.332044237692978195e-01 1.178890460167934112e-01 1.290241054176607949e-01
8.400000000000000000e+01 7.598737801741149989e-01 4.621191270177053001e-01 3.929634867226447503e-02 4.300803513922026727e-02
8.400000000000000000e+01 5.285086911745097149e-01 3.329704854707989381e-01 3.929634867226447503e-02 4.300803513922026727e-02
8.400000000000000000e+01 6.760776645614953173e-01 3.830892409915638286e-01 3.929634867226447503e-02 4.300803513922026727e-02
6.660000000000000000e+02 6.140896854320978537e-01 2.407905984432731905e-01 1.178890460167934112e-01 1.290241054176607949e-01
8.400000000000000000e+01 6.727817137285188043e-01 3.396205407697397982e-01 3.929634867226447503e-02 4.300803513922026727e-02
8.400000000000000000e+01 5.920459832220712482e-01 2.834431920831342877e-01 3.929634867226447503e-02 4.300803513922026727e-02
6.650000000000000000e+02 3.193273794372155638e-01 5.988452386332092647e-01 1.178890460167934112e-01 1.290241054176607949e-01
8.400000000000000000e+01 8.436543619577140385e-01 7.863710891921997792e-01 3.929634867226447503e-02 4.300803513922026727e-02
6.100000000000000000e+01 8.573470401527232276e-01 2.556330262465915659e-01 1.768335690251901238e-01 1.935361581264911923e-01
8.400000000000000000e+01 4.375338838278004516e-01 3.813021744952934111e-01 3.929634867226447503e-02 4.300803513922026727e-02
6.660000000000000000e+02 3.212749753075618830e-01 3.840963400857308474e-01 1.178890460167934112e-01 1.290241054176607949e-01
8.400000000000000000e+01 4.263804714956627717e-01 7.063104159769160173e-01 3.929634867226447503e-02 4.300803513922026727e-02
6.650000000000000000e+02 6.691391990426788228e-01 2.953598289657414222e-01 1.178890460167934112e-01 1.290241054176607949e-01
8.400000000000000000e+01 3.956132772326534930e-01 4.277538903404611292e-01 3.929634867226447503e-02 4.300803513922026727e-02
8.400000000000000000e+01 5.747530390054813587e-01 4.998648533156757612e-01 3.929634867226447503e-02 4.300803513922026727e-02
6.650000000000000000e+02 3.203180557391839822e-01 4.914962340718095901e-01 1.178890460167934112e-01 1.290241054176607949e-01
8.400000000000000000e+01 5.238682438275494846e-01 5.520407858224730679e-01 3.929634867226447503e-02 4.300803513922026727e-02
3.430000000000000000e+02 2.873823041208311002e-01 7.601872224760164443e-01 1.571853946890579001e-01 1.720321405568810691e-01
3.430000000000000000e+02 8.573470401527232276e-01 2.556330262465915659e-01 1.571853946890579001e-01 1.720321405568810691e-01
6.660000000000000000e+02 2.586589568070954970e-01 5.441036559629083280e-01 1.178890460167934112e-01 1.290241054176607949e-01
8.400000000000000000e+01 4.006710171138362919e-01 5.992757480138822812e-01 3.929634867226447503e-02 4.300803513922026727e-02
6.100000000000000000e+01 2.873823041208311002e-01 7.601872224760164443e-01 1.768335690251901238e-01 1.935361581264911923e-01
8.400000000000000000e+01 5.532543384289790867e-01 5.202609061451561878e-01 3.929634867226447503e-02 4.300803513922026727e-02
8.400000000000000000e+01 3.418835376900034584e-01 5.518960305089534168e-01 3.929634867226447503e-02 4.300803513922026727e-02
5.900000000000000000e+01 6.937085683600151542e-01 6.026757823341521991e-01 2.881732235966061317e-01 3.153922576876153072e-01
8.400000000000000000e+01 4.762833071651816907e-01 6.869510583104009305e-01 3.929634867226447503e-02 4.300803513922026727e-02
8.400000000000000000e+01 4.020241306326885478e-01 5.159947120668889609e-01 3.929634867226447503e-02 4.300803513922026727e-02
8.400000000000000000e+01 6.131473974504759727e-01 4.713921777611945196e-01 3.929634867226447503e-02 4.300803513922026727e-02
8.400000000000000000e+01 4.682696247452344807e-01 5.685606147365727114e-01 3.929634867226447503e-02 4.300803513922026727e-02
8.400000000000000000e+01 4.381462203920498122e-01 3.818172270558150005e-01 3.929634867226447503e-02 4.300803513922026727e-02
