name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,17.5,129.7578125,0.0,-1,False
Hydralisk,107,132,1,22.799072265625,142.6875,12.040212631225586,0.625,True
SpacePlatformGeyser,343,250,16,20.5,138.5,11.989013671875,1.5,True
LabMineralField,665,232,16,11.0,131.5,11.989013671875,1.125,True
Hydralisk,107,132,1,25.7763671875,141.053466796875,11.994354248046875,0.625,True
Cocoon,103,119,1,17.85791015625,128.636962890625,11.990537643432617,0.125,True
SpawningPool,89,167,1,8.5,134.5,11.989013671875,1.8125,True
Extractor,88,127,1,10.5,128.5,11.989013671875,1.6875,True
LabMineralField750,666,233,16,13.0,137.5,11.989013671875,1.125,True
Hydralisk,107,132,1,21.1474609375,142.6875,12.038705825805664,0.625,True
Larva,151,142,1,17.211669921875,128.848388671875,11.990537643432617,0.125,True
LabMineralField,665,232,16,12.0,136.5,11.989013671875,1.125,True
Extractor,88,127,1,20.5,138.5,11.989013671875,1.6875,True
Drone,104,124,1,19.266845703125,135.625244140625,11.990537643432617,0.375,True
LabMineralField,665,232,16,11.0,133.5,11.989013671875,1.125,True
HydraliskDen,91,134,1,7.5,129.5,11.989013671875,1.8125,True
Larva,151,142,1,17.02685546875,128.228515625,11.990537643432617,0.125,True
SporeCrawler,99,171,1,16.0,128.0,11.990537643432617,0.875,True
Larva,151,142,1,17.334228515625,128.6572265625,11.990537643432617,0.125,True
LabMineralField750,666,233,16,11.0,135.5,11.989013671875,1.125,True
SporeCrawler,99,171,1,26.0,126.0,11.989013671875,0.875,True
Drone,104,124,1,13.011474609375,129.575927734375,11.990537643432617,0.375,True
LabMineralField,665,232,16,17.0,137.5,11.989013671875,1.125,True
Drone,104,124,1,19.416259765625,135.9716796875,11.989775657653809,0.375,True
Drone,104,124,1,12.356201171875,131.5078125,11.990537643432617,0.375,True
SpacePlatformGeyser,343,250,16,10.5,128.5,11.989013671875,1.5,True
Queen,126,159,1,13.4404296875,141.600341796875,11.986377716064453,0.875,True
LabMineralField750,666,233,16,10.0,132.5,11.989013671875,1.125,True
Lair,100,141,1,17.5,131.5,11.990537643432617,2.75,True
SporeCrawler,99,171,1,19.0,125.0,11.989013671875,0.875,True
Zergling,105,179,1,25.063232421875,136.85546875,11.989013671875,0.375,True
Drone,104,124,1,13.372314453125,129.7314453125,11.990537643432617,0.375,True
LabMineralField750,666,233,16,16.0,138.5,11.989013671875,1.125,True
RoachWarren,97,166,1,12.5,139.5,11.989013671875,1.8125,True
RoachWarren,97,166,1,11.5,124.5,11.989013671875,1.8125,True
