name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,18.4375,113.16796875,0.0,-1,False
MineralField,341,235,16,10.0,103.5,9.990081787109375,1.125,True
MineralField,341,235,16,10.0,107.5,9.990081787109375,1.125,True
Drone,104,124,1,11.848388671875,108.362060546875,9.990432739257812,0.375,True
Hatchery,86,130,1,16.5,105.5,9.990547180175781,2.75,True
Zergling,105,179,1,23.394775390625,107.73388671875,9.990547180175781,0.375,True
Drone,104,124,1,13.986328125,103.953125,9.990314483642578,0.375,True
Drone,104,124,1,13.207763671875,105.94140625,9.990550994873047,0.375,True
Drone,104,124,1,11.34814453125,107.08203125,9.990081787109375,0.375,True
Zergling,105,179,1,22.053955078125,108.478515625,9.990547180175781,0.375,True
Overlord,106,152,1,11.1064453125,114.618896484375,14.8603515625,1.0,True
Drone,104,124,1,10.371337890625,106.314453125,9.990081787109375,0.375,True
Overlord,106,152,1,12.512451171875,107.3603515625,13.73828125,1.0,True
VespeneGeyser,342,255,16,14.5,112.5,9.990081787109375,1.5,True
Overlord,106,152,1,11.083984375,107.8203125,13.73828125,1.0,True
Queen,126,159,1,17.5,128.125,11.989775657653809,0.875,True
MineralField,341,235,16,11.0,110.5,9.990081787109375,1.125,True
Zergling,105,179,1,22.74560546875,107.504150390625,9.990547180175781,0.375,True
VespeneGeyser,342,255,16,18.5,112.5,9.990081787109375,1.5,True
Mutalisk,108,149,2,26.563720703125,109.038330078125,14.177978515625,0.5,True
Drone,104,124,1,12.198974609375,104.17626953125,9.990823745727539,0.375,True
Mutalisk,108,149,2,26.3837890625,110.594482421875,14.4033203125,0.5,True
Extractor,88,127,1,14.5,112.5,9.990081787109375,1.6875,True
LabMineralField,665,232,16,11.0,131.5,11.989013671875,1.125,True
MineralField750,483,237,16,9.0,106.5,9.990081787109375,1.125,True
Mutalisk,108,149,2,26.31396484375,111.585693359375,14.495849609375,0.5,True
LabMineralField,665,232,16,11.0,133.5,11.989013671875,1.125,True
Overlord,106,152,1,16.308349609375,104.800048828125,13.739013671875,1.0,True
MineralField750,483,237,16,9.0,104.5,9.990081787109375,1.125,True
UnbuildablePlatesDestructible,474,252,16,23.0,118.0,9.990081787109375,1.125,True
Drone,104,124,1,11.546630859375,107.021728515625,9.990081787109375,0.375,True
Queen,126,159,1,16.5,102.125,9.990081787109375,0.875,True
LabMineralField750,666,233,16,10.0,132.5,11.989013671875,1.125,True
Mutalisk,108,149,2,26.218505859375,112.486328125,14.5224609375,0.5,True
MineralField750,483,237,16,10.0,109.5,9.990081787109375,1.125,True
RoachWarren,97,166,1,11.5,124.5,11.989013671875,1.8125,True
Overlord,106,152,1,13.7333984375,106.222412109375,13.73828125,1.0,True
Drone,104,124,1,11.9921875,109.597412109375,9.990314483642578,0.375,True
Drone,104,124,1,10.3701171875,104.685546875,9.990081787109375,0.375,True
Mutalisk,108,149,2,25.685546875,108.6044921875,13.962158203125,0.5,True
SporeCrawler,99,171,1,16.0,109.0,9.990547180175781,0.875,True
