name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,19.609375,100.8828125,0.0,-1,False
MineralField,341,235,16,11.0,100.5,9.990081787109375,1.125,True
MineralField,341,235,16,11.0,110.5,9.990081787109375,1.125,True
MineralField,341,235,16,10.0,107.5,9.990081787109375,1.125,True
MineralField750,483,237,16,10.0,101.5,9.990081787109375,1.125,True
SpineCrawler,98,168,1,21.0,101.0,9.990081787109375,1.125,True
Roach,110,164,1,24.865234375,107.365234375,9.990547180175781,0.5,True
Overlord,106,152,1,19.983642578125,105.58837890625,13.73828125,1.0,True
Drone,104,124,1,10.3701171875,104.685546875,9.990081787109375,0.375,True
Zergling,105,179,1,20.543701171875,105.75048828125,9.990547180175781,0.375,True
MineralField750,483,237,16,9.0,104.5,9.990081787109375,1.125,True
Hatchery,86,130,1,16.5,105.5,9.990547180175781,2.75,True
Drone,104,124,1,13.5556640625,106.4072265625,9.990547180175781,0.375,True
Roach,110,164,1,24.41015625,108.28857421875,9.990547180175781,0.5,True
Larva,151,142,1,16.74169921875,102.74658203125,9.990081787109375,0.125,True
Drone,104,124,1,10.364013671875,106.315185546875,9.990081787109375,0.375,True
Zergling,105,179,1,19.750732421875,106.688232421875,9.990547180175781,0.375,True
Overlord,106,152,1,24.946044921875,107.56298828125,13.80322265625,1.0,True
VespeneGeyser,342,255,16,18.5,112.5,9.990081787109375,1.5,True
Zergling,105,179,1,19.84521484375,105.83447265625,9.990547180175781,0.375,True
Overlord,106,152,1,20.458740234375,107.052490234375,13.73828125,1.0,True
MineralField750,483,237,16,10.0,109.5,9.990081787109375,1.125,True
Overlord,106,152,1,18.93212890625,106.663818359375,13.73828125,1.0,True
Zergling,105,179,1,20.345703125,107.0341796875,9.990547180175781,0.375,True
Queen,126,159,1,16.5,102.125,9.990081787109375,0.875,True
Drone,104,124,1,12.25537109375,104.194091796875,9.991308212280273,0.375,True
MineralField,341,235,16,10.0,103.5,9.990081787109375,1.125,True
Larva,151,142,1,16.927490234375,102.85302734375,9.990081787109375,0.125,True
MineralField750,483,237,16,9.0,106.5,9.990081787109375,1.125,True
VespeneGeyser,342,255,16,14.5,112.5,9.990081787109375,1.5,True
Roach,110,164,1,25.3212890625,106.39453125,9.990547180175781,0.5,True
Roach,110,164,1,20.53857421875,107.82421875,9.990547180175781,0.5,True
