name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,23.05859375,103.75390625,0.0,-1,False
MineralField750,483,237,16,36.0,111.5,7.990557670593262,1.125,True
MineralField750,483,237,16,37.0,113.5,7.98809814453125,1.125,True
MineralField,341,235,16,37.0,110.5,7.990557670593262,1.125,True
VespeneGeyser,342,255,16,36.5,107.5,7.990557670593262,1.5,True
MineralField,341,235,16,37.0,112.5,7.98809814453125,1.125,True
Zergling,105,179,1,14.312255859375,107.260498046875,9.990547180175781,0.375,True
Mutalisk,108,149,2,32.322021484375,102.69775390625,12.39404296875,0.5,True
Ravager,688,161,1,16.880859375,113.319580078125,9.990081787109375,0.75,True
Mutalisk,108,149,2,33.033935546875,102.94580078125,12.1962890625,0.5,True
Mutalisk,108,149,2,32.664306640625,103.30029296875,12.369140625,0.5,True
Overlord,106,152,1,15.6416015625,106.975341796875,13.73828125,1.0,True
Hatchery,86,130,1,16.5,105.5,9.990547180175781,2.75,True
Overlord,106,152,1,21.6865234375,110.2763671875,13.743896484375,1.0,True
Queen,126,159,1,21.917236328125,103.3525390625,9.990081787109375,0.875,True
MineralField750,483,237,16,10.0,109.5,9.990081787109375,1.125,True
SporeCrawler,99,171,1,16.0,109.0,9.990547180175781,0.875,True
Zergling,105,179,1,13.827880859375,106.771240234375,9.990547180175781,0.375,True
Larva,151,142,1,16.585693359375,102.50439453125,9.990081787109375,0.125,True
Drone,104,124,1,10.982177734375,104.766357421875,9.990081787109375,0.375,True
Overlord,106,152,1,16.915771484375,106.0908203125,13.73828125,1.0,True
Ravager,688,161,1,14.615478515625,111.0625,9.990547180175781,0.75,True
SpineCrawler,98,168,1,21.0,101.0,9.990081787109375,1.125,True
UnbuildablePlatesDestructible,474,252,16,23.0,118.0,9.990081787109375,1.125,True
Larva,151,142,1,16.604248046875,102.31689453125,9.990081787109375,0.125,True
Mutalisk,108,149,2,32.620849609375,102.9208984375,12.326416015625,0.5,True
Drone,104,124,1,14.013671875,107.0302734375,9.990547180175781,0.375,True
Overlord,106,152,1,17.26953125,107.55322265625,13.73828125,1.0,True
SporeCrawler,99,171,1,15.0,101.0,9.990081787109375,0.875,True
Zergling,105,179,1,14.85205078125,107.85888671875,9.990547180175781,0.375,True
VespeneGeyser,342,255,16,18.5,112.5,9.990081787109375,1.5,True
Ravager,688,161,1,15.879638671875,110.3779296875,9.990547180175781,0.75,True
Zergling,105,179,1,15.375,108.30712890625,9.990547180175781,0.375,True
Ravager,688,161,1,23.858154296875,110.782958984375,9.990547180175781,0.75,True
Mutalisk,108,149,2,33.149658203125,102.460205078125,12.11474609375,0.5,True
VespeneGeyser,342,255,16,14.5,112.5,9.990081787109375,1.5,True
Mutalisk,108,149,2,32.77978515625,103.323974609375,12.33349609375,0.5,True
Drone,104,124,1,11.3486328125,103.917236328125,9.990081787109375,0.375,True
Larva,151,142,1,16.53076171875,102.7080078125,9.990081787109375,0.125,True
MineralField,341,235,16,11.0,110.5,9.990081787109375,1.125,True
Drone,104,124,1,13.544189453125,105.897216796875,9.990547180175781,0.375,True
Drone,104,124,1,13.50537109375,106.4228515625,9.990547180175781,0.375,True
CreepTumorBurrowed,137,122,1,19.5,100.5,9.990081787109375,1.0,True
