name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,14.28125,109.74609375,0.0,-1,False
CreepTumorBurrowed,137,122,1,19.5,100.5,9.990081787109375,1.0,True
SporeCrawler,99,171,1,16.0,109.0,9.990547180175781,0.875,True
Overlord,106,152,1,12.512451171875,107.3603515625,13.73828125,1.0,True
Larva,151,142,1,16.440673828125,102.48779296875,9.990081787109375,0.125,True
SporeCrawler,99,171,1,15.0,101.0,9.990081787109375,0.875,True
Overlord,106,152,1,11.085205078125,114.618896484375,14.860595703125,1.0,True
Drone,104,124,1,11.34814453125,107.08203125,9.990081787109375,0.375,True
Overlord,106,152,1,13.7333984375,106.222412109375,13.73828125,1.0,True
MineralField750,483,237,16,9.0,104.5,9.990081787109375,1.125,True
Drone,104,124,1,10.3701171875,104.685546875,9.990081787109375,0.375,True
Drone,104,124,1,11.888916015625,106.917236328125,9.991084098815918,0.375,True
UnbuildablePlatesDestructible,474,252,16,23.0,118.0,9.990081787109375,1.125,True
Drone,104,124,1,11.958251953125,101.37158203125,9.990081787109375,0.375,True
LabMineralField,665,232,16,11.0,131.5,11.989013671875,1.125,True
MineralField,341,235,16,11.0,110.5,9.990081787109375,1.125,True
Drone,104,124,1,11.957763671875,109.62890625,9.990198135375977,0.375,True
MineralField750,483,237,16,9.0,106.5,9.990081787109375,1.125,True
MineralField750,483,237,16,10.0,101.5,9.990081787109375,1.125,True
Drone,104,124,1,10.7080078125,106.271240234375,9.990081787109375,0.375,True
Zergling,105,179,1,12.554443359375,111.580322265625,9.990547180175781,0.375,True
Drone,104,124,1,13.730712890625,107.203857421875,9.990547180175781,0.375,True
Extractor,88,127,1,14.5,112.5,9.990081787109375,1.6875,True
Queen,126,159,1,16.5,102.125,9.990081787109375,0.875,True
VespeneGeyser,342,255,16,18.5,112.5,9.990081787109375,1.5,True
Drone,104,124,1,13.070068359375,103.38916015625,9.990081787109375,0.375,True
MineralField750,483,237,16,10.0,109.5,9.990081787109375,1.125,True
Drone,104,124,1,10.498291015625,106.2978515625,9.990081787109375,0.375,True
MineralField,341,235,16,10.0,107.5,9.990081787109375,1.125,True
Overlord,106,152,1,16.308349609375,104.800048828125,13.739013671875,1.0,True
MineralField,341,235,16,11.0,100.5,9.990081787109375,1.125,True
Overlord,106,152,1,11.083984375,107.8203125,13.73828125,1.0,True
Drone,104,124,1,11.77490234375,104.046630859375,9.990081787109375,0.375,True
MineralField,341,235,16,10.0,103.5,9.990081787109375,1.125,True
Hatchery,86,130,1,16.5,105.5,9.990547180175781,2.75,True
Cocoon,103,119,1,16.218017578125,102.811279296875,9.990081787109375,0.125,True
VespeneGeyser,342,255,16,14.5,112.5,9.990081787109375,1.5,True
Larva,151,142,1,16.626953125,102.613525390625,9.990081787109375,0.125,True
