name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,12.0,78.01171875,0.0,-1,False
Queen,126,159,1,14.556640625,92.17333984375,9.989228248596191,0.875,True
SpacePlatformGeyser,343,250,16,10.5,88.5,9.989228248596191,1.5,True
Extractor,88,127,1,6.5,92.5,9.990876197814941,1.6875,True
CreepTumorBurrowed,137,122,1,19.5,77.5,9.989228248596191,1.0,True
Queen,126,159,1,18.575927734375,71.55615234375,9.989228248596191,0.875,True
CreepTumorBurrowed,137,122,1,20.5,86.5,9.989228248596191,1.0,True
Extractor,88,127,1,10.5,88.5,9.989228248596191,1.6875,True
LabMineralField750,666,233,16,13.0,74.5,9.987030029296875,1.125,True
LabMineralField,665,232,16,8.0,69.5,9.989228248596191,1.125,True
CreepTumorBurrowed,137,122,1,18.5,70.5,9.989228248596191,1.0,True
LabMineralField,665,232,16,12.0,73.5,9.987030029296875,1.125,True
LabMineralField750,666,233,16,7.0,68.5,9.989228248596191,1.125,True
LabMineralField750,666,233,16,8.0,71.5,9.987030029296875,1.125,True
LabMineralField750,666,233,16,9.0,72.5,9.987030029296875,1.125,True
Hatchery,86,130,1,14.5,67.5,9.989228248596191,2.75,True
Drone,104,124,1,11.874755859375,91.71044921875,9.989228248596191,0.375,True
SpacePlatformGeyser,343,250,16,6.5,92.5,9.990876197814941,1.5,True
Drone,104,124,1,11.471435546875,90.763916015625,9.989228248596191,0.375,True
