name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,27.18359375,15.9140625,0.0,-1,False
EngineeringBay,22,57,1,29.5,23.5,11.991090774536133,1.8125,True
SupplyDepot,19,96,1,22.0,11.0,11.991259574890137,1.25,True
SCV,45,88,1,30.788330078125,21.843994140625,11.991090774536133,0.375,True
Refinery,20,85,1,19.5,11.5,11.991259574890137,1.6875,True
SupplyDepotLowered,47,97,1,20.0,14.0,11.991259574890137,1.25,True
SupplyDepot,19,96,1,20.0,20.0,11.991090774536133,1.25,True
Factory,27,58,1,31.5,18.5,11.991259574890137,1.8125,True
EngineeringBay,22,57,1,26.5,23.5,11.991090774536133,1.8125,True
SCV,45,88,1,17.920166015625,25.974365234375,11.989013671875,0.375,True
Barracks,21,48,1,17.5,22.5,11.991090774536133,1.8125,True
BarracksReactor,38,50,1,20.0,22.0,11.991090774536133,1.125,True
FactoryTechLab,39,61,1,34.0,18.0,11.989013671875,1.125,True
VespeneGeyser,342,255,16,19.5,11.5,11.991259574890137,1.5,True
SupplyDepot,19,96,1,33.0,28.0,11.989013671875,1.25,True
SCV,45,88,1,18.617431640625,13.554443359375,11.991090774536133,0.375,True
Barracks,21,48,1,16.5,27.5,11.9920654296875,1.8125,True
Barracks,21,48,1,24.5,13.5,11.989013671875,1.8125,True
SupplyDepotLowered,47,97,1,22.0,14.0,11.991259574890137,1.25,True
OrbitalCommand,132,78,1,16.5,18.5,11.991090774536133,2.75,True
SCV,45,88,1,32.215576171875,26.841064453125,11.989013671875,0.375,True
BarracksTechLab,37,51,1,24.0,16.0,11.991259574890137,1.125,True
Barracks,21,48,1,29.5,15.5,11.989013671875,1.8125,True
Barracks,21,48,1,21.5,16.5,11.991259574890137,1.8125,True
