name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,46.41015625,41.7890625,0.0,-1,False
VespeneGeyser,342,255,16,46.5,49.5,7.99114990234375,1.5,True
MineralField750,483,237,16,48.0,43.5,7.99114990234375,1.125,True
Marine,48,74,1,37.73046875,45.73583984375,9.991754531860352,0.375,True
MineralField,341,235,16,47.0,45.5,7.99114990234375,1.125,True
MineralField,341,235,16,53.0,42.5,7.99114990234375,1.125,True
MineralField750,483,237,16,46.0,47.5,8.0018310546875,1.125,True
Marine,48,74,1,38.44775390625,46.075439453125,9.99193286895752,0.375,True
VespeneGeyser,342,255,16,56.5,41.5,7.9915924072265625,1.5,True
MineralField750,483,237,16,52.0,41.5,8.0018310546875,1.125,True
MineralField,341,235,16,49.0,42.5,7.99114990234375,1.125,True
Marine,48,74,1,44.901123046875,53.66259765625,9.382606506347656,0.375,True
MineralField,341,235,16,47.0,46.5,7.99114990234375,1.125,True
Marauder,51,73,1,44.238037109375,53.07275390625,9.716888427734375,0.5625,True
MineralField750,483,237,16,47.0,44.5,7.99114990234375,1.125,True
SCV,45,88,1,48.5205078125,36.717529296875,9.990081787109375,0.375,True
