name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,18.01171875,13.76171875,0.0,-1,False
Barracks,21,48,1,17.5,22.5,11.991090774536133,1.8125,True
SCV,45,88,1,12.216064453125,14.605224609375,11.991259574890137,0.375,True
SCV,45,88,1,10.36572265625,17.617919921875,11.991259574890137,0.375,True
SupplyDepot,19,96,1,22.0,11.0,11.991259574890137,1.25,True
BarracksTechLab,37,51,1,27.0,13.0,11.989013671875,1.125,True
SCV,45,88,1,12.5380859375,17.28076171875,11.991168975830078,0.375,True
MineralField,341,235,16,16.0,12.5,11.991090774536133,1.125,True
BarracksReactor,38,50,1,20.0,22.0,11.991090774536133,1.125,True
SupplyDepot,19,96,1,20.0,20.0,11.991090774536133,1.25,True
SCV,45,88,1,11.35107421875,18.49462890625,11.991259574890137,0.375,True
SCV,45,88,1,14.62646484375,12.741943359375,11.991691589355469,0.375,True
MineralField,341,235,16,11.0,13.5,11.991259574890137,1.125,True
SCV,45,88,1,12.5224609375,18.49365234375,11.991171836853027,0.375,True
Barracks,21,48,1,21.5,16.5,11.991259574890137,1.8125,True
SCV,45,88,1,11.234375,15.259765625,11.991259574890137,0.375,True
SCV,45,88,1,17.920166015625,25.974365234375,11.989013671875,0.375,True
MineralField750,483,237,16,10.0,14.5,11.991259574890137,1.125,True
SCV,45,88,1,16.330078125,11.0,11.991105079650879,0.375,True
VespeneGeyser,342,255,16,19.5,11.5,11.991259574890137,1.5,True
Barracks,21,48,1,16.5,27.5,11.9920654296875,1.8125,True
EngineeringBay,22,57,1,29.5,23.5,11.991090774536133,1.8125,True
Refinery,20,85,1,19.5,11.5,11.991259574890137,1.6875,True
VespeneGeyser,342,255,16,9.5,21.5,11.991259574890137,1.5,True
SCV,45,88,1,16.081787109375,13.465087890625,11.991090774536133,0.375,True
SupplyDepot,19,96,1,12.0,11.0,11.994131088256836,1.25,True
SCV,45,88,1,14.6875,12.3125,11.992040634155273,0.375,True
SCV,45,88,1,12.967041015625,20.015380859375,11.991108894348145,0.375,True
SCV,45,88,1,13.5771484375,18.05419921875,11.991090774536133,0.375,True
MineralField,341,235,16,10.0,16.5,11.991259574890137,1.125,True
Refinery,20,85,1,9.5,21.5,11.991259574890137,1.6875,True
OrbitalCommand,132,78,1,16.5,18.5,11.991090774536133,2.75,True
SCV,45,88,1,11.958251953125,14.37158203125,11.991259574890137,0.375,True
SupplyDepotLowered,47,97,1,20.0,14.0,11.991259574890137,1.25,True
MineralField,341,235,16,10.0,18.5,11.991259574890137,1.125,True
MineralField750,483,237,16,15.0,11.5,11.991090774536133,1.125,True
SupplyDepotLowered,47,97,1,22.0,14.0,11.991259574890137,1.25,True
SCV,45,88,1,13.06640625,11.87890625,11.994024276733398,0.375,True
Factory,27,58,1,31.5,18.5,11.991259574890137,1.8125,True
MineralField750,483,237,16,9.0,17.5,11.991259574890137,1.125,True
SCV,45,88,1,16.3125,11.6875,11.991090774536133,0.375,True
SCV,45,88,1,18.540283203125,13.73486328125,11.991090774536133,0.375,True
EngineeringBay,22,57,1,26.5,23.5,11.991090774536133,1.8125,True
Barracks,21,48,1,24.5,13.5,11.989013671875,1.8125,True
BarracksTechLab,37,51,1,24.0,16.0,11.991259574890137,1.125,True
