4.500000000000000000e+01 1.674198995026038306e-01 4.691905493348149103e-01 3.929634867226447503e-02 4.300803513922026727e-02
4.500000000000000000e+01 -1.299553115568095052e-01 -8.291914454049889582e-02 3.929634867226447503e-02 4.300803513922026727e-02
3.700000000000000000e+01 7.873194024205403263e-01 3.853297137304345088e-01 1.178890460167934112e-01 1.290241054176607949e-01
4.830000000000000000e+02 8.267462785462563468e-02 4.391768184779627493e-01 1.178890460167934112e-01 1.290241054176607949e-01
4.500000000000000000e+01 3.105147085536307805e-01 3.357062760119925993e-01 3.929634867226447503e-02 4.300803513922026727e-02
4.500000000000000000e+01 -4.403118450192269884e-02 4.140492794523501496e-01 3.929634867226447503e-02 4.300803513922026727e-02
4.500000000000000000e+01 6.287661412000775107e-02 3.934558155823133507e-01 3.929634867226447503e-02 4.300803513922026727e-02
1.900000000000000000e+01 5.094996850230021357e-01 4.784956946438812531e-01 1.309878289075482316e-01 1.433601171307342104e-01
4.500000000000000000e+01 -1.031198682383159537e-02 1.942922343598399160e-01 3.929634867226447503e-02 4.300803513922026727e-02
2.000000000000000000e+01 -2.849662188336616331e-01 -1.536466260342331802e-01 1.768335690251901238e-01 1.935361581264911923e-01
3.700000000000000000e+01 6.253232223494847863e-01 2.241034977086835411e-01 1.178890460167934112e-01 1.290241054176607949e-01
3.800000000000000000e+01 1.043301540269484740e+00 4.444691060433034191e-01 1.178890460167934112e-01 1.290241054176607949e-01
2.200000000000000000e+01 7.657372636945737332e-01 -1.461667776778792782e-01 1.899323519159449580e-01 2.078721698395646356e-01
3.420000000000000000e+02 3.628137570586737470e-01 4.478147409576849203e-01 1.571853946890579001e-01 1.720321405568810691e-01
2.100000000000000000e+01 2.463563798432051311e-01 -1.530627108672264480e-01 1.899323519159449580e-01 2.078721698395646356e-01
3.800000000000000000e+01 1.044720728860827341e+00 2.991248107445505511e-01 1.178890460167934112e-01 1.290241054176607949e-01
4.500000000000000000e+01 1.164235979315742103e-01 2.114728460617685268e-01 3.929634867226447503e-02 4.300803513922026727e-02
2.100000000000000000e+01 9.191554335175153856e-01 2.673691191800428024e-01 1.899323519159449580e-01 2.078721698395646356e-01
2.100000000000000000e+01 6.518063149410818768e-01 3.540222103580508706e-01 1.899323519159449580e-01 2.078721698395646356e-01
4.700000000000000000e+01 3.939104518990305115e-01 3.158259909990399628e-01 1.309878289075482316e-01 1.433601171307342104e-01
2.100000000000000000e+01 9.177232773329255799e-01 4.154568389367748749e-01 1.899323519159449580e-01 2.078721698395646356e-01
3.410000000000000000e+02 1.472532451740854453e-01 3.862071664188645448e-01 1.178890460167934112e-01 1.290241054176607949e-01
4.500000000000000000e+01 1.666516875581915691e-01 4.314865535934597207e-01 3.929634867226447503e-02 4.300803513922026727e-02
1.320000000000000000e+02 1.818862453651934608e-01 5.903140288824450244e-02 2.881732235966061317e-01 3.153922576876153072e-01
2.100000000000000000e+01 4.832846779662066106e-01 1.888045623524688965e-01 1.899323519159449580e-01 2.078721698395646356e-01
2.700000000000000000e+01 1.021678182452639971e+00 1.275793556772674697e-01 1.899323519159449580e-01 2.078721698395646356e-01
1.900000000000000000e+01 3.968651489311875724e-01 -3.269080869188814836e-03 1.309878289075482316e-01 1.433601171307342104e-01
4.700000000000000000e+01 5.109700172404093577e-01 3.215555939830757604e-01 1.309878289075482316e-01 1.433601171307342104e-01
4.500000000000000000e+01 -1.129835951895844098e-01 3.527674877245663698e-02 3.929634867226447503e-02 4.300803513922026727e-02
4.500000000000000000e+01 1.524164760016403775e-01 3.386191103632237853e-01 3.929634867226447503e-02 4.300803513922026727e-02
4.500000000000000000e+01 5.236947837603738165e-01 4.005680380370584825e-01 3.929634867226447503e-02 4.300803513922026727e-02
2.200000000000000000e+01 9.230564913024100759e-01 -1.276100669068401805e-01 1.899323519159449580e-01 2.078721698395646356e-01
3.800000000000000000e+01 3.978527094106187323e-01 -1.096653155579582900e-01 1.178890460167934112e-01 1.290241054176607949e-01
2.800000000000000000e+01 8.727705678352443153e-01 -2.831159851496716784e-01 1.899323519159449580e-01 2.078721698395646356e-01
4.500000000000000000e+01 5.881689416904316292e-02 3.900396966982497826e-01 3.929634867226447503e-02 4.300803513922026727e-02
2.000000000000000000e+01 3.628137570586737470e-01 4.478147409576849203e-01 1.768335690251901238e-01 1.935361581264911923e-01
