name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,15.8046875,118.24609375,0.0,-1,False
Extractor,88,127,1,8.5,117.5,11.988958358764648,1.6875,True
LabMineralField,665,232,16,9.0,120.5,11.988958358764648,1.125,True
SpacePlatformGeyser,343,250,16,19.5,127.5,11.9859619140625,1.5,True
Drone,104,124,1,10.367919921875,121.96044921875,11.988958358764648,0.375,True
LabMineralField,665,232,16,9.0,122.5,11.988958358764648,1.125,True
LabMineralField,665,232,16,16.0,126.5,11.9859619140625,1.125,True
SpawningPool,89,167,1,6.5,123.5,11.988958358764648,1.8125,True
Lair,100,141,1,15.5,120.5,12.037971496582031,2.75,True
Drone,104,124,1,13.440673828125,125.667724609375,11.988958358764648,0.375,True
Larva,151,142,1,15.817626953125,117.30908203125,11.988958358764648,0.125,True
InfestationPit,94,135,1,21.5,112.5,11.988958358764648,1.8125,True
Extractor,88,127,1,19.5,127.5,11.9859619140625,1.6875,True
Drone,104,124,1,11.03955078125,118.588134765625,11.988958358764648,0.375,True
Drone,104,124,1,11.384033203125,118.736572265625,11.988958358764648,0.375,True
NydusNetwork,95,151,1,24.5,122.5,11.988958358764648,1.8125,True
Drone,104,124,1,15.927490234375,125.666259765625,11.988958358764648,0.375,True
RoachWarren,97,166,1,13.5,110.5,11.989782333374023,1.8125,True
LabMineralField,665,232,16,13.0,126.5,11.9859619140625,1.125,True
BanelingNest,96,108,1,22.5,118.5,11.988958358764648,1.8125,True
SpacePlatformGeyser,343,250,16,8.5,117.5,11.988958358764648,1.5,True
Drone,104,124,1,14.351318359375,125.926025390625,11.98746109008789,0.375,True
Drone,104,124,1,10.761474609375,121.8564453125,11.988958358764648,0.375,True
Drone,104,124,1,11.323974609375,120.77880859375,11.988958358764648,0.375,True
Drone,104,124,1,16.9560546875,123.04736328125,11.988958358764648,0.375,True
Drone,104,124,1,13.52392578125,125.24462890625,11.988958358764648,0.375,True
Drone,104,124,1,18.503173828125,125.758544921875,11.988208770751953,0.375,True
Drone,104,124,1,15.765869140625,123.6796875,11.988958358764648,0.375,True
Larva,151,142,1,15.947265625,117.890625,11.988958358764648,0.125,True
Drone,104,124,1,10.36376953125,120.668212890625,11.988958358764648,0.375,True
Queen,126,159,1,16.112060546875,117.155029296875,11.988958358764648,0.875,True
