name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,128.0,33.0625,0.0,-1,False
PhotonCannon,66,26,2,117.0,43.0,9.987030029296875,1.125,True
Pylon,60,28,2,117.0,45.0,9.987030029296875,1.125,True
RoboticsFacility,71,31,2,125.5,22.5,11.9859619140625,1.8125,True
WarpGate,133,41,2,117.5,23.5,11.988958358764648,1.8125,True
TwilightCouncil,65,39,2,123.5,25.5,11.9859619140625,1.8125,True
WarpGate,133,41,2,118.5,20.5,11.988958358764648,1.8125,True
Roach,110,164,1,127.305419921875,36.78076171875,9.98779296875,0.5,True
SpacePlatformGeyser,343,250,16,133.5,43.5,9.990876197814941,1.5,True
Roach,110,164,1,129.570068359375,39.550048828125,9.989228248596191,0.5,True
LabMineralField750,666,233,16,134.0,39.5,9.990081787109375,1.125,True
LabMineralField,665,232,16,126.0,34.5,9.990081787109375,1.125,True
Roach,110,164,1,128.899658203125,37.8955078125,9.988128662109375,0.5,True
LabMineralField750,666,233,16,127.0,33.5,9.990081787109375,1.125,True
Roach,110,164,1,127.895751953125,37.50732421875,9.987579345703125,0.5,True
UnbuildableBricksDestructible,473,251,16,121.0,37.0,9.987030029296875,1.125,True
Probe,84,27,2,126.168212890625,36.50732421875,9.98779296875,0.375,True
Roach,110,164,1,129.2109375,36.123046875,9.98931884765625,0.5,True
Archon,141,2,2,121.291748046875,40.4873046875,9.989228248596191,1.0,True
Assimilator,61,3,2,129.5,47.5,9.987030029296875,1.6875,True
Pylon,60,28,2,136.0,35.0,9.990081787109375,1.125,True
LabMineralField,665,232,16,129.0,34.5,9.990081787109375,1.125,True
Roach,110,164,1,129.701416015625,40.591552734375,9.989228248596191,0.5,True
Roach,110,164,1,130.621826171875,38.5244140625,9.989922523498535,0.5,True
ShieldBattery,1910,33,2,119.0,45.0,9.989228248596191,1.125,True
Roach,110,164,1,126.7626953125,37.5625,9.987579345703125,0.5,True
Probe,84,27,2,127.37841796875,34.35107421875,9.990081787109375,0.375,True
Probe,84,27,2,126.074462890625,35.37060546875,9.990081787109375,0.375,True
Roach,110,164,1,130.507568359375,39.5908203125,9.9892578125,0.5,True
PhotonCannon,66,26,2,119.0,47.0,9.989228248596191,1.125,True
Assimilator,61,3,2,133.5,43.5,9.990876197814941,1.6875,True
Roach,110,164,1,129.701171875,38.349609375,9.988947868347168,0.5,True
Roach,110,164,1,128.968994140625,38.847412109375,9.989228248596191,0.5,True
Roach,110,164,1,130.089599609375,36.5830078125,9.989404678344727,0.5,True
Probe,84,27,2,128.65380859375,35.328369140625,9.990081787109375,0.375,True
Roach,110,164,1,131.073486328125,40.337890625,9.989567756652832,0.5,True
Roach,110,164,1,128.591064453125,36.880615234375,9.987560272216797,0.5,True
Probe,84,27,2,131.04345703125,36.3701171875,9.990081787109375,0.375,True
SpacePlatformGeyser,343,250,16,129.5,47.5,9.987030029296875,1.5,True
Probe,84,27,2,128.25927734375,36.275390625,9.988811492919922,0.375,True
Roach,110,164,1,129.4736328125,37.20556640625,9.98779296875,0.5,True
Probe,84,27,2,127.1787109375,36.0107421875,9.990081787109375,0.375,True
Roach,110,164,1,128.35986328125,38.2294921875,9.988128662109375,0.5,True
Nexus,59,21,2,126.5,40.5,9.989228248596191,2.75,True
Probe,84,27,2,127.37451171875,34.634521484375,9.990081787109375,0.375,True
LabMineralField,665,232,16,133.0,40.5,9.990876197814941,1.125,True
Roach,110,164,1,130.502197265625,41.08154296875,9.98924732208252,0.5,True
Probe,84,27,2,129.83349609375,37.4697265625,9.989288330078125,0.375,True
Roach,110,164,1,127.99853515625,36.025146484375,9.98931884765625,0.5,True
LabMineralField,665,232,16,133.0,38.5,9.990876197814941,1.125,True
LabMineralField750,666,233,16,133.0,36.5,9.990081787109375,1.125,True
LabMineralField750,666,233,16,132.0,35.5,9.990081787109375,1.125,True
