name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,128.0,41.80078125,0.0,-1,False
LabMineralField,665,232,16,129.0,34.5,9.990081787109375,1.125,True
LabMineralField750,666,233,16,132.0,35.5,9.990081787109375,1.125,True
UnbuildableBricksDestructible,473,251,16,121.0,37.0,9.987030029296875,1.125,True
LabMineralField,665,232,16,126.0,34.5,9.990081787109375,1.125,True
LabMineralField750,666,233,16,127.0,33.5,9.990081787109375,1.125,True
Zergling,105,179,1,125.779541015625,48.23681640625,9.989228248596191,0.375,True
Probe,84,27,2,126.123779296875,35.994384765625,9.98931884765625,0.375,True
Zealot,73,44,2,125.5224609375,45.90234375,9.989228248596191,0.5,True
Roach,110,164,1,130.751953125,49.11865234375,9.987030029296875,0.5,True
Roach,110,164,1,125.1484375,46.952392578125,9.989228248596191,0.5,True
Probe,84,27,2,127.86279296875,37.230712890625,9.987030029296875,0.375,True
HighTemplar,75,16,2,121.12255859375,41.722412109375,9.989228248596191,0.375,True
Roach,110,164,1,127.5625,47.769775390625,9.987030029296875,0.5,True
Probe,84,27,2,132.63330078125,39.617919921875,9.990876197814941,0.375,True
Roach,110,164,1,127.9912109375,49.426513671875,9.987030029296875,0.5,True
Roach,110,164,1,126.579833984375,48.7529296875,9.987030029296875,0.5,True
Pylon,60,28,2,133.0,48.0,9.990081787109375,1.125,True
Roach,110,164,1,133.22216796875,45.92333984375,9.990478515625,0.5,True
Assimilator,61,3,2,129.5,47.5,9.987030029296875,1.6875,True
Roach,110,164,1,126.465087890625,46.770263671875,9.987579345703125,0.5,True
ShieldBattery,1910,33,2,119.0,45.0,9.989228248596191,1.125,True
Probe,84,27,2,128.64453125,45.50927734375,9.989228248596191,0.375,True
Probe,84,27,2,131.050048828125,36.370849609375,9.990081787109375,0.375,True
Roach,110,164,1,127.4921875,48.674072265625,9.987030029296875,0.5,True
Roach,110,164,1,127.171875,45.162353515625,9.989228248596191,0.5,True
Probe,84,27,2,129.35498046875,40.49365234375,9.989228248596191,0.375,True
Roach,110,164,1,131.507080078125,48.092529296875,9.988555908203125,0.5,True
Zealot,73,44,2,126.51025390625,45.833740234375,9.989228248596191,0.5,True
Roach,110,164,1,129.760498046875,49.4375,9.987030029296875,0.5,True
Roach,110,164,1,127.773681640625,46.034912109375,9.988128662109375,0.5,True
Roach,110,164,1,131.6904296875,49.131103515625,9.988555908203125,0.5,True
Probe,84,27,2,129.28271484375,39.0810546875,9.989228248596191,0.375,True
Probe,84,27,2,128.0263671875,44.05908203125,9.989228248596191,0.375,True
LabMineralField750,666,233,16,134.0,39.5,9.990081787109375,1.125,True
Probe,84,27,2,131.665283203125,42.71142578125,9.990324020385742,0.375,True
Roach,110,164,1,125.923095703125,47.446044921875,9.988677978515625,0.5,True
Roach,110,164,1,127.30419921875,50.06591796875,9.988555908203125,0.5,True
Nexus,59,21,2,126.5,40.5,9.989228248596191,2.75,True
Probe,84,27,2,130.9453125,36.911865234375,9.990081787109375,0.375,True
SpacePlatformGeyser,343,250,16,129.5,47.5,9.987030029296875,1.5,True
Roach,110,164,1,132.51220703125,46.536865234375,9.990081787109375,0.5,True
Roach,110,164,1,128.9013671875,49.5625,9.987333297729492,0.5,True
LabMineralField750,666,233,16,133.0,36.5,9.990081787109375,1.125,True
Assimilator,61,3,2,133.5,43.5,9.990876197814941,1.6875,True
Probe,84,27,2,131.764892578125,37.26025390625,9.990081787109375,0.375,True
Probe,84,27,2,131.63134765625,38.921875,9.990422248840332,0.375,True
LabMineralField,665,232,16,133.0,40.5,9.990876197814941,1.125,True
LabMineralField,665,232,16,133.0,38.5,9.990876197814941,1.125,True
Probe,84,27,2,134.394775390625,38.6875,9.990081787109375,0.375,True
Roach,110,164,1,127.394775390625,46.892578125,9.987030029296875,0.5,True
Roach,110,164,1,131.25048828125,50.27880859375,9.988245010375977,0.5,True
Roach,110,164,1,130.489013671875,49.862548828125,10.115446090698242,0.5,True
Zealot,73,44,2,124.5234375,46.252197265625,9.989228248596191,0.5,True
Observer,82,22,0,123.701904296875,47.437255859375,13.946533203125,0.5,True
Probe,84,27,2,128.865478515625,38.349365234375,9.989228248596191,0.375,True
Roach,110,164,1,126.788330078125,47.816650390625,9.987030029296875,0.5,True
Probe,84,27,2,131.6396484375,40.493408203125,9.99028205871582,0.375,True
SpacePlatformGeyser,343,250,16,133.5,43.5,9.990876197814941,1.5,True
PhotonCannon,66,26,2,119.0,47.0,9.989228248596191,1.125,True
