name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,45.91015625,90.4296875,0.0,-1,False
DestructibleRockEx1VerticalHuge,642,226,16,62.0,101.0,7.98866081237793,6.125,True
Larva,151,142,1,40.961669921875,90.47998046875,7.989224433898926,0.125,True
LabMineralField750,666,233,16,35.0,98.5,7.989224433898926,1.125,True
LabMineralField,665,232,16,41.0,99.5,7.989224433898926,1.125,True
Larva,151,142,1,39.97119140625,90.9375,7.989224433898926,0.125,True
LabMineralField,665,232,16,38.0,99.5,7.989224433898926,1.125,True
Larva,151,142,1,40.4736328125,90.9375,7.989224433898926,0.125,True
SpacePlatformGeyser,343,250,16,44.5,100.5,7.989224433898926,1.5,True
Hatchery,86,130,1,40.5,93.5,7.989224433898926,2.75,True
LabMineralField750,666,233,16,40.0,100.5,7.989224433898926,1.125,True
