name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,132.2265625,15.1875,0.0,-1,False
VespeneGeyser,342,255,16,139.5,21.5,11.986956596374512,1.5,True
StarportTechLab,41,95,2,124.0,10.0,11.991129875183105,1.125,True
MineralField750,483,237,16,136.0,11.5,11.98740291595459,1.125,True
OrbitalCommand,132,78,2,132.5,19.5,11.99098014831543,2.75,True
MineralField,341,235,16,132.0,12.5,11.991129875183105,1.125,True
Cyclone,692,56,2,127.152099609375,25.38720703125,11.991129875183105,0.75,True
FactoryTechLab,39,61,2,127.0,18.0,11.991129875183105,1.125,True
SiegeTankSieged,32,91,2,130.405517578125,25.267822265625,11.990922927856445,0.875,True
FusionCore,30,62,2,126.5,8.5,11.989013671875,1.8125,True
VespeneGeyser,342,255,16,128.5,11.5,11.991129875183105,1.5,True
MineralField750,483,237,16,133.0,11.5,11.986956596374512,1.125,True
Starport,28,92,2,121.5,10.5,11.99098014831543,1.8125,True
Factory,27,58,2,124.5,18.5,11.99098014831543,1.8125,True
MineralField,341,235,16,137.0,12.5,11.987255096435547,1.125,True
Refinery,20,85,2,139.5,21.5,11.986956596374512,1.6875,True
SCV,45,88,2,133.924560546875,26.0908203125,11.990752220153809,0.375,True
Refinery,20,85,2,128.5,11.5,11.991129875183105,1.6875,True
MineralField750,483,237,16,140.0,17.5,11.9859619140625,1.125,True
SCV,45,88,2,132.955078125,27.378662109375,11.989013671875,0.375,True
SCV,45,88,2,126.094482421875,19.9248046875,11.990898132324219,0.375,True
Battlecruiser,57,52,1,127.32177734375,16.320068359375,15.73681640625,1.25,True
MineralField,341,235,16,139.0,14.5,11.98665714263916,1.125,True
MineralField750,483,237,16,140.0,15.5,11.9859619140625,1.125,True
MineralField,341,235,16,139.0,18.5,11.98665714263916,1.125,True
