name,sc_type,ml_type,owner,pos.x,pos.y,pos.z,radius,is_on_screen
Camera,-1,-1,-1,14.1171875,123.80078125,0.0,-1,False
LabMineralField750,666,233,16,8.0,127.5,11.99897289276123,1.125,True
Probe,84,27,1,15.21142578125,129.9365234375,11.998571395874023,0.375,True
Probe,84,27,1,13.922119140625,129.201171875,11.99897289276123,0.375,True
SpacePlatformGeyser,343,250,16,8.5,123.5,11.99897289276123,1.5,True
LabMineralField750,666,233,16,9.0,130.5,11.9981689453125,1.125,True
Probe,84,27,1,11.776123046875,131.60302734375,11.9981689453125,0.375,True
LabMineralField,665,232,16,15.0,132.5,11.9981689453125,1.125,True
Probe,84,27,1,13.37255859375,132.61962890625,11.9981689453125,0.375,True
LabMineralField750,666,233,16,14.0,133.5,11.9981689453125,1.125,True
LabMineralField,665,232,16,9.0,128.5,11.99897289276123,1.125,True
Probe,84,27,1,13.558349609375,132.6875,11.9981689453125,0.375,True
Probe,84,27,1,10.245849609375,129.73291015625,11.998772621154785,0.375,True
Nexus,59,21,1,15.5,126.5,11.99897289276123,2.75,True
Probe,84,27,1,15.0712890625,131.66796875,11.9981689453125,0.375,True
LabMineralField,665,232,16,12.0,132.5,11.9981689453125,1.125,True
Probe,84,27,1,12.55322265625,126.94873046875,11.99897289276123,0.375,True
LabMineralField,665,232,16,9.0,126.5,11.99897289276123,1.125,True
Assimilator,61,3,1,8.5,123.5,11.99897289276123,1.6875,True
Probe,84,27,1,10.55224609375,128.021728515625,11.99897289276123,0.375,True
LabMineralField750,666,233,16,10.0,131.5,11.9981689453125,1.125,True
Probe,84,27,1,10.499267578125,124.3583984375,11.99897289276123,0.375,True
Probe,84,27,1,9.368408203125,127.37451171875,11.99897289276123,0.375,True
SpacePlatformGeyser,343,250,16,18.5,133.5,11.9981689453125,1.5,True
Probe,84,27,1,10.55908203125,128.018310546875,11.99897289276123,0.375,True
Probe,84,27,1,11.11181640625,126.506103515625,11.99897289276123,0.375,True
Probe,84,27,1,11.326416015625,129.06884765625,11.99897289276123,0.375,True
Probe,84,27,1,11.508544921875,130.12255859375,11.998370170593262,0.375,True
Probe,84,27,1,12.067626953125,125.027099609375,11.99897289276123,0.375,True
Probe,84,27,1,11.708984375,129.946044921875,11.998772621154785,0.375,True
